Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Predicted LTV
PD11073,California,7614.830065,No,Extended,College,2/3/11,Employed,F,35045,Urban,Married,96,21,47,0,5,Personal Auto,Personal L3,Offer1,Agent,420.606785,Four-Door Car,Medsize,7645.02688568999
FS86064,California,2117.989147,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,64,0,78,0,1,Personal Auto,Personal L3,Offer1,Branch,426.248686,Four-Door Car,Medsize,2213.314044319999
JU47573,California,2290.681171,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Suburban,Single,64,30,85,0,1,Personal Auto,Personal L3,Offer1,Branch,482.778155,Four-Door Car,Large,2286.256086150001
VN59368,California,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize,6521.649647990001
UI19516,California,16909.92767,No,Extended,College,2/22/11,Employed,M,65620,Urban,Divorced,213,16,0,0,4,Corporate Auto,Corporate L2,Offer3,Agent,766.322388,Luxury Car,Medsize,16996.009841099978
ZV55368,California,5709.358709,No,Basic,High School or Below,2/27/11,Employed,M,75650,Rural,Married,71,24,53,0,8,Corporate Auto,Corporate L2,Offer4,Agent,104.918485,Four-Door Car,Medsize,5712.985701080001
OS54451,California,2627.831472,No,Basic,Bachelor,2/11/11,Employed,M,31964,Rural,Married,67,30,90,0,1,Personal Auto,Personal L2,Offer2,Web,120.060283,Four-Door Car,Medsize,2611.737986960001
IP93821,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L1,Offer1,Agent,694.598288,SUV,Medsize,3605.6568278599934
AR17553,California,6111.053244,No,Extended,Master,2/6/11,Medical Leave,M,22944,Suburban,Married,80,26,83,0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,Four-Door Car,Medsize,6118.050702220004
SM10031,California,2933.498052,No,Extended,Master,1/8/11,Unemployed,M,0,Suburban,Married,78,22,98,0,1,Personal Auto,Personal L3,Offer1,Branch,398.421636,Four-Door Car,Medsize,2824.7214859199976
CK14803,California,4325.491222,No,Basic,College,2/2/11,Employed,M,94242,Rural,Divorced,107,15,70,0,1,Personal Auto,Personal L2,Offer2,Branch,52.121929,SUV,Large,4316.558176659996
CJ35075,California,4665.245047,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,68,16,35,1,3,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize,4669.874053740002
NA56063,California,43019.01278,No,Extended,College,1/22/11,Unemployed,M,0,Suburban,Married,132,24,49,0,2,Corporate Auto,Corporate L3,Offer3,Branch,904.378268,SUV,Large,37482.102514099985
CA62597,California,7482.851041,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,101,17,20,0,3,Corporate Auto,Corporate L2,Offer1,Agent,978.257137,SUV,Medsize,7698.267444990005
ZO23305,California,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize,4927.2350903200095
UD20999,California,2537.667511,No,Basic,Master,2/22/11,Unemployed,M,0,Suburban,Married,68,32,28,0,1,Corporate Auto,Corporate L3,Offer2,Branch,326.4,Four-Door Car,Medsize,2531.9812956000033
FQ66351,California,5322.291688,No,Extended,Bachelor,1/16/11,Employed,F,33681,Suburban,Single,138,13,21,1,1,Personal Auto,Personal L2,Offer1,Agent,873.127345,SUV,Large,5509.927351329999
AB69140,California,25093.57037,No,Basic,Master,2/18/11,Employed,M,36007,Suburban,Married,70,14,85,0,2,Personal Auto,Personal L2,Offer1,Branch,336.0,Four-Door Car,Small,19110.40396814002
CT53265,California,2656.846648,No,Basic,College,2/5/11,Medical Leave,F,18834,Suburban,Married,69,20,89,0,1,Personal Auto,Personal L3,Offer2,Agent,453.895633,Two-Door Car,Medsize,2637.963746810002
WN91223,California,11073.10572,No,Extended,Master,1/2/11,Employed,M,82807,Urban,Divorced,92,15,20,0,2,Personal Auto,Personal L3,Offer3,Agent,302.458432,Four-Door Car,Medsize,13327.576139950013
MP48946,California,2499.469914,No,Basic,High School or Below,1/20/11,Employed,F,72021,Rural,Married,62,26,13,0,1,Corporate Auto,Corporate L1,Offer2,Agent,50.740536,Two-Door Car,Medsize,2475.0926907499997
NE79174,California,5386.512585,No,Basic,Bachelor,2/23/11,Employed,M,41228,Suburban,Married,70,2,99,3,7,Personal Auto,Personal L3,Offer2,Web,336.0,Two-Door Car,Medsize,5380.781403080004
UI77960,California,6656.200678,No,Extended,High School or Below,2/18/11,Employed,F,39834,Suburban,Married,83,26,65,0,3,Personal Auto,Personal L2,Offer4,Web,398.4,Four-Door Car,Medsize,6630.881183289998
VD69291,California,2702.692335,No,Basic,College,1/31/11,Disabled,M,22415,Suburban,Married,69,0,79,0,1,Personal Auto,Personal L1,Offer3,Branch,352.894843,Four-Door Car,Large,2669.6927671699996
XD54132,California,2567.346739,No,Basic,High School or Below,2/6/11,Employed,F,61900,Suburban,Single,64,11,64,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,307.2,Four-Door Car,Medsize,2544.58487651
AT33529,California,2776.748342,No,Basic,Doctor,1/8/11,Employed,F,30893,Rural,Divorced,70,25,13,0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,Medsize,2767.779032170003
AT79008,California,9065.25926,No,Premium,Bachelor,2/8/11,Employed,F,40006,Rural,Divorced,114,34,18,1,7,Personal Auto,Personal L2,Offer1,Branch,132.568435,Two-Door Car,Medsize,9062.798946419995
UZ14076,California,32104.69957,No,Premium,High School or Below,2/16/11,Employed,F,89546,Suburban,Married,266,4,18,1,2,Corporate Auto,Corporate L3,Offer3,Agent,2452.894264,Luxury SUV,Large,43124.97804900002
EP10645,California,18677.85248,No,Extended,College,2/17/11,Unemployed,M,0,Suburban,Married,86,17,14,0,2,Personal Auto,Personal L2,Offer1,Agent,538.649619,Four-Door Car,Medsize,17040.94434812998
PW78930,California,2982.196702,No,Basic,Bachelor,2/24/11,Employed,M,79523,Rural,Married,74,34,40,0,1,Personal Auto,Personal L2,Offer3,Agent,132.023007,Four-Door Car,Medsize,2968.131292209996
ZC97968,California,2736.352663,No,Basic,College,2/14/11,Disabled,M,17533,Suburban,Married,73,10,1,0,1,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,2733.72306137
SF30642,California,8996.774075,No,Basic,High School or Below,2/13/11,Employed,M,49706,Suburban,Married,113,13,95,0,3,Personal Auto,Personal L3,Offer2,Call Center,617.515196,SUV,Medsize,8964.711372379994
AH22694,California,5850.451386,No,Basic,Doctor,1/24/11,Employed,M,24317,Suburban,Married,73,2,35,1,3,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,5826.890687549994
SM87252,California,5843.614767,No,Basic,College,1/15/11,Employed,M,77498,Urban,Single,74,17,10,0,5,Personal Auto,Personal L3,Offer1,Branch,249.151199,Two-Door Car,Medsize,5837.806093600006
MA60552,California,4015.400868,No,Basic,Bachelor,2/19/11,Employed,M,28088,Suburban,Married,102,8,61,0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Small,4023.050887699998
PE51299,California,10781.61334,No,Basic,High School or Below,1/22/11,Employed,M,73026,Suburban,Married,67,29,81,0,2,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small,11201.782981370005
JR22900,California,18484.80858,No,Basic,College,2/11/11,Employed,F,36153,Urban,Married,117,27,6,1,2,Corporate Auto,Corporate L3,Offer2,Agent,323.424189,Sports Car,Medsize,23110.072998800017
DP19210,California,9191.733549,No,Basic,Master,2/8/11,Employed,F,23823,Suburban,Married,115,5,39,0,6,Corporate Auto,Corporate L2,Offer2,Branch,567.48055,Sports Car,Medsize,9146.160719749996
XP76338,California,4711.038869,No,Basic,Bachelor,1/3/11,Employed,M,24843,Suburban,Married,61,20,17,2,4,Personal Auto,Personal L2,Offer1,Agent,331.325638,Four-Door Car,Medsize,4714.938187249996
MW46400,California,7634.855287,No,Premium,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,106,9,64,0,3,Corporate Auto,Corporate L3,Offer1,Branch,763.2,Four-Door Car,Medsize,7579.749623519993
FB71914,California,30205.01297,No,Extended,College,2/17/11,Unemployed,M,0,Suburban,Married,89,7,4,0,2,Personal Auto,Personal L2,Offer3,Agent,469.359715,Four-Door Car,Medsize,24150.53538666002
OH15780,California,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Medsize,12811.575224200024
QO56615,California,2980.010499,No,Extended,College,2/9/11,Medical Leave,F,13535,Suburban,Married,80,7,53,1,1,Personal Auto,Personal L3,Offer2,Agent,384.0,Four-Door Car,Small,2971.8277578899997
EL67979,California,17223.06591,No,Basic,College,1/11/11,Employed,M,22346,Suburban,Single,64,7,44,0,2,Personal Auto,Personal L3,Offer4,Call Center,307.2,Four-Door Car,Large,14705.065323529981
OW68478,California,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,SUV,Medsize,12672.155861099973
SF13677,California,2843.149061,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,81,23,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,583.2,Four-Door Car,Large,2861.2813079000016
MP80287,California,9498.473472,No,Extended,College,2/4/11,Unemployed,F,0,Suburban,Single,90,13,52,0,2,Personal Auto,Personal L2,Offer4,Call Center,432.0,Two-Door Car,Medsize,10990.811080729995
UK45178,California,2224.555883,No,Basic,Bachelor,2/12/11,Unemployed,F,0,Suburban,Single,67,1,77,1,1,Personal Auto,Personal L1,Offer1,Agent,482.4,Two-Door Car,Small,2231.527509029997
JC29850,California,7506.964816,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Married,67,16,12,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,8310.893070439994
IK44574,California,5608.819189,No,Basic,Bachelor,2/17/11,Employed,M,28483,Suburban,Married,72,18,92,0,5,Corporate Auto,Corporate L2,Offer3,Agent,345.6,Four-Door Car,Medsize,5648.659704959997
KE98143,California,2700.676449,No,Basic,Master,2/23/11,Employed,F,89362,Rural,Single,67,8,72,0,1,Personal Auto,Personal L2,Offer4,Branch,116.209568,Four-Door Car,Medsize,2692.6311443300006
XN28388,California,4130.382954,No,Basic,College,2/2/11,Unemployed,F,0,Suburban,Single,66,30,29,2,3,Corporate Auto,Corporate L3,Offer1,Agent,523.030597,Four-Door Car,Small,4315.028574989993
AX38728,California,2966.944264,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,81,14,75,0,1,Personal Auto,Personal L2,Offer1,Branch,388.8,Two-Door Car,Medsize,2942.432734289997
IX18485,California,9594.248898,No,Extended,High School or Below,2/1/11,Retired,F,27443,Suburban,Divorced,86,3,1,2,2,Personal Auto,Personal L2,Offer1,Agent,685.048914,Four-Door Car,Medsize,12053.025828329997
KB42322,California,6761.107268,No,Extended,Bachelor,1/11/11,Employed,F,70829,Suburban,Divorced,85,14,10,0,3,Personal Auto,Personal L3,Offer4,Web,553.174109,Four-Door Car,Medsize,6784.602131830007
RW54189,California,5747.268347,No,Basic,Bachelor,1/20/11,Employed,M,23504,Suburban,Married,73,2,66,0,8,Personal Auto,Personal L3,Offer4,Call Center,350.4,Four-Door Car,Small,5757.194869290002
FV70604,California,5048.512037,No,Premium,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,142,10,51,0,1,Corporate Auto,Corporate L1,Offer1,Agent,880.435943,SUV,Medsize,4972.327429969996
PC23709,California,5714.562292,No,Basic,Bachelor,2/25/11,Employed,F,74905,Rural,Single,72,16,35,0,3,Personal Auto,Personal L3,Offer1,Call Center,167.028453,Four-Door Car,Medsize,5593.261156679999
RB75458,California,2230.275142,No,Basic,High School or Below,2/11/11,Unemployed,M,0,Suburban,Single,65,13,29,0,1,Personal Auto,Personal L2,Offer2,Agent,712.71287,Four-Door Car,Medsize,2255.9457746900002
RX14132,California,7228.005386,No,Basic,High School or Below,1/6/11,Employed,M,25926,Suburban,Married,61,28,68,0,2,Personal Auto,Personal L1,Offer4,Agent,292.8,Two-Door Car,Small,8329.817916290001
AF36894,California,4392.982538,No,Basic,Bachelor,2/2/11,Employed,M,33640,Suburban,Married,113,20,20,0,1,Corporate Auto,Corporate L3,Offer4,Agent,542.4,SUV,Medsize,4411.607347379997
UY32623,California,3593.12645,No,Extended,College,2/5/11,Disabled,F,18213,Suburban,Divorced,96,12,43,1,1,Corporate Auto,Corporate L2,Offer1,Branch,460.8,Four-Door Car,Large,3610.2433587899977
AL95338,California,6679.139606,No,Extended,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,91,3,94,0,5,Personal Auto,Personal L2,Offer1,Agent,655.2,Four-Door Car,Medsize,6525.502369190002
WL28610,California,4146.409412,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Divorced,116,25,5,1,1,Corporate Auto,Corporate L3,Offer3,Branch,556.8,SUV,Medsize,4137.070983069997
AC73173,California,3694.647081,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,102,13,84,0,1,Personal Auto,Personal L2,Offer3,Call Center,610.617285,SUV,Large,3634.2113341999984
GV76798,California,4781.821034,No,Premium,Master,1/24/11,Employed,F,30361,Urban,Married,119,28,48,1,1,Personal Auto,Personal L2,Offer2,Branch,373.289571,Four-Door Car,Medsize,4740.738544740005
SP29219,California,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Large,3885.1184713399934
CI30899,California,4737.411455,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,68,2,26,0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Small,4755.342787729997
MI49191,California,9410.670129,No,Premium,Bachelor,1/7/11,Employed,M,96060,Suburban,Married,117,6,57,0,3,Corporate Auto,Corporate L1,Offer1,Branch,561.6,Four-Door Car,Large,9378.89689522999
YP16210,California,5878.447428,No,Basic,College,1/2/11,Employed,F,25398,Suburban,Married,74,23,2,0,3,Personal Auto,Personal L3,Offer4,Branch,465.922152,Four-Door Car,Large,5871.650036940001
CO91673,California,4547.321823,No,Basic,Bachelor,2/14/11,Medical Leave,F,29031,Suburban,Married,61,7,19,2,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,4576.250621289994
CC93587,California,5926.38544,No,Basic,College,1/26/11,Employed,M,92949,Urban,Married,74,21,84,0,3,Personal Auto,Personal L1,Offer2,Web,337.305815,Two-Door Car,Medsize,5929.647319759996
MX48796,California,4873.672682,No,Basic,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,68,3,5,0,5,Corporate Auto,Corporate L3,Offer1,Agent,356.08323,Four-Door Car,Medsize,4831.561891939992
IC80537,California,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L2,Offer2,Web,316.8,Four-Door Car,Medsize,2588.608749069997
AA93585,California,7083.642205,No,Premium,College,1/30/11,Employed,M,97024,Urban,Married,177,0,68,0,1,Personal Auto,Personal L2,Offer2,Branch,686.815162,SUV,Medsize,7123.855226500002
SR41132,California,30104.51969,No,Extended,High School or Below,2/11/11,Unemployed,F,0,Suburban,Single,94,15,7,0,2,Corporate Auto,Corporate L3,Offer4,Branch,848.737364,Two-Door Car,Small,24747.01520164
IT11766,California,4148.570285,No,Basic,Bachelor,1/29/11,Employed,F,61896,Urban,Married,104,25,97,0,1,Personal Auto,Personal L2,Offer4,Call Center,461.306722,SUV,Medsize,4136.893269009999
QO68842,California,2518.743544,No,Basic,Doctor,2/10/11,Employed,F,39317,Rural,Single,64,22,46,0,1,Personal Auto,Personal L2,Offer2,Branch,77.695607,Four-Door Car,Medsize,2516.811340489998
RY47606,California,3843.965188,No,Extended,Bachelor,1/16/11,Employed,M,43987,Suburban,Married,96,29,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medsize,3810.9591986100013
CX22458,California,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L3,Offer1,Agent,158.077504,Sports Car,Medsize,9083.815965100011
TL44525,California,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L1,Offer1,Agent,225.578841,Two-Door Car,Medsize,2619.5636130700045
CZ57208,California,15245.25495,No,Basic,Bachelor,1/1/11,Employed,F,30205,Suburban,Single,195,24,1,0,4,Personal Auto,Personal L3,Offer1,Agent,1329.957905,Luxury SUV,Large,15213.548274599982
LM97847,California,2615.13922,No,Basic,College,1/9/11,Employed,M,57023,Urban,Single,67,11,59,0,1,Personal Auto,Personal L2,Offer2,Agent,250.652309,Four-Door Car,Medsize,2613.1771767100017
IK96366,California,5551.398167,No,Extended,College,2/22/11,Employed,M,36918,Suburban,Divorced,76,28,77,3,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Medsize,5755.718741329997
SJ86522,California,6827.044423,No,Basic,High School or Below,1/12/11,Unemployed,M,0,Suburban,Single,102,5,26,0,9,Corporate Auto,Corporate L3,Offer2,Agent,956.689634,SUV,Medsize,6941.527605459996
UU42868,California,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Corporate Auto,Corporate L2,Offer2,Web,1027.000029,SUV,Medsize,5609.092193610005
GX11087,California,3907.028747,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,109,2,8,0,1,Personal Auto,Personal L2,Offer1,Agent,666.042098,SUV,Medsize,3871.355575879995
JR41742,California,3622.872124,No,Basic,College,1/25/11,Unemployed,M,0,Suburban,Single,108,23,52,0,1,Corporate Auto,Corporate L3,Offer1,Branch,1254.177129,SUV,Medsize,3709.331909519998
RA89822,California,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L2,Offer2,Agent,523.2,Sports Car,Medsize,32364.105229999943
IJ25462,California,2845.520933,No,Basic,Bachelor,2/7/11,Employed,M,86631,Suburban,Divorced,73,7,44,1,1,Personal Auto,Personal L2,Offer3,Agent,400.832857,Four-Door Car,Small,2868.508758699998
ZP86347,California,5500.577411,No,Extended,College,2/12/11,Employed,F,44019,Rural,Married,138,20,60,0,1,Personal Auto,Personal L3,Offer3,Agent,165.478147,SUV,Medsize,5511.522957600001
HO82823,California,3358.532935,No,Extended,Bachelor,1/6/11,Employed,F,59367,Rural,Married,84,6,48,0,1,Personal Auto,Personal L3,Offer2,Agent,6.880385,Four-Door Car,Medsize,3351.627671860002
EA54906,California,7501.661322,No,Extended,High School or Below,2/23/11,Employed,F,38874,Urban,Divorced,94,6,86,0,3,Corporate Auto,Corporate L1,Offer2,Branch,331.170924,Four-Door Car,Medsize,7449.54929539999
BC64697,California,11663.98572,No,Premium,College,2/17/11,Unemployed,F,0,Suburban,Married,107,12,34,0,2,Personal Auto,Personal L3,Offer3,Call Center,513.6,Four-Door Car,Small,14754.215326299998
VV68726,California,5133.397765,No,Basic,High School or Below,1/26/11,Disabled,F,28647,Suburban,Divorced,69,11,59,0,3,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Small,5166.2309935
QR91631,California,8732.090534,No,Basic,High School or Below,1/20/11,Employed,F,51205,Urban,Married,72,4,52,0,2,Personal Auto,Personal L1,Offer2,Branch,185.530076,Two-Door Car,Medsize,9683.07548983999
OT56964,California,9424.256842,No,Basic,Master,2/10/11,Employed,M,46897,Urban,Married,118,13,11,0,3,Corporate Auto,Corporate L3,Offer1,Agent,322.575677,SUV,Medsize,9401.324570199984
YX35990,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Corporate Auto,Corporate L2,Offer1,Branch,326.4,Four-Door Car,Small,5467.63390656001
RN61682,California,2114.738469,No,Basic,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,72,30,69,5,1,Personal Auto,Personal L2,Offer3,Web,518.4,Four-Door Car,Medsize,2174.954538800002
BB10681,California,4140.648654,No,Extended,College,1/17/11,Unemployed,F,0,Suburban,Divorced,123,5,35,2,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize,4212.008578610003
FH43628,California,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small,25227.97842489999
WZ45103,California,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Small,5680.320552389995
